state_name,district_name,crop_year,season,crop,area_hectares,yield_kg_per_ha,production_tonnes
Telangana,Tela_District_09,2022.0,Kharif,Groundnut,42824.13,3967.52,169905.59
West Bengal,West_District_10,2012.0,Rabi,Barley,1040.69,2547.6,2651.26
Assam,,2020.0,Kharif,Mustard,30941.88,2571.78,79575.71
Bihar,Biha_District_09,2023.0,Zaid,Mustard,6619.2,2288.63,15148.9
Rajasthan,Raja_District_13,2023.0,Rabi,Sugarcane,20641.62,1344.72,27757.2
Madhya Pradesh,Madh_District_18,,Kharif,Maize,37839.73,1946.3,73647.47
Haryana,Hary_District_05,2014.0,Kharif,Cotton,29490.47,2820.79,83186.42
Karnataka,Karn_District_06,2018.0,Kharif,Barley,43883.61,1049.07,46036.98
Haryana,Hary_District_19,2016.0,Zaid,Barley,5801.72,1851.44,10741.54
West Bengal,West_District_10,2015.0,Kharif,Sugarcane,21617.63,1843.44,
Odisha,Odis_District_03,2016.0,Rabi,Sugarcane,38183.04,1603.7,61234.14
Maharashtra,Maha_District_07,2022.0,Kharif,Jowar,4330.26,2362.1,10228.51
Rajasthan,Raja_District_02,2014.0,Zaid,Groundnut,38691.63,4327.53,167439.19
Odisha,Odis_District_06,2013.0,Rabi,Jowar,36693.91,3010.49,110466.65
Rajasthan,Raja_District_12,2015.0,Kharif,Soybean,36237.17,3566.25,129230.81
Punjab,Punj_District_06,2018.0,Zaid,Rice,11794.89,2978.42,35130.14
Bihar,Biha_District_10,2021.0,Kharif,Cotton,38553.41,1927.04,74293.96
Odisha,Odis_District_11,2011.0,Rabi,Wheat,32733.26,2666.66,87288.48
Gujarat,Guja_District_16,2011.0,Kharif,Cotton,25207.63,905.25,22819.21
Tamil Nadu,Tami_District_12,2011.0,Rabi,Jowar,33344.24,4395.59,146567.61
Punjab,Punj_District_14,2018.0,Rabi,Sugarcane,7157.42,2147.48,15370.42
Odisha,Odis_District_13,2018.0,Zaid,Barley,2528.51,633.34,1601.41
Maharashtra,Maha_District_10,2021.0,Rabi,Maize,49483.96,2720.62,134627.05
Karnataka,Karn_District_05,2016.0,Zaid,Mustard,17840.4,1736.95,30987.88
,Utta_District_13,2017.0,Zaid,Rice,49002.63,1635.13,80125.67
Punjab,Punj_District_16,2014.0,Kharif,Rice,36312.85,1776.91,64524.67
Tamil Nadu,Tami_District_09,2022.0,Rabi,Maize,3617.43,3574.74,
Odisha,Odis_District_07,2017.0,Kharif,Soybean,181.38,,642.24
Karnataka,Karn_District_15,2013.0,Kharif,Wheat,12593.79,3857.47,48580.17
Maharashtra,Maha_District_08,,Rabi,Jowar,38510.53,3758.48,144741.06
Assam,Assa_District_08,2018.0,Kharif,Maize,1321.72,3666.81,4846.5
Odisha,Odis_District_09,2020.0,,Cotton,49508.27,1591.81,78807.76
Tamil Nadu,Tami_District_02,2017.0,Zaid,,13784.5,4160.87,57355.51
Haryana,Hary_District_13,2023.0,Rabi,Groundnut,8103.8,3472.63,28141.5
Odisha,Odis_District_01,2015.0,Kharif,Cotton,37775.82,667.22,25204.78
Andhra Pradesh,Andh_District_14,,Zaid,Rice,27732.73,3091.45,85734.35
Uttar Pradesh,,2015.0,Kharif,Wheat,15241.8,4443.55,67727.7
Gujarat,Guja_District_05,2017.0,Kharif,Sugarcane,8221.21,2138.88,17584.18
Tamil Nadu,Tami_District_14,2015.0,Rabi,Mustard,42448.57,1357.89,57640.49
Uttar Pradesh,Utta_District_10,2010.0,Kharif,Rice,41086.57,855.81,35162.3
Uttar Pradesh,Utta_District_14,2015.0,Rabi,Groundnut,24512.53,838.99,20565.77
Assam,Assa_District_10,2016.0,Kharif,Cotton,33927.39,4057.71,137667.51
Gujarat,Guja_District_19,2014.0,Kharif,,42507.94,4915.68,208955.43
West Bengal,West_District_06,,Kharif,Jowar,33633.58,3960.78,133215.21
Gujarat,Guja_District_14,2018.0,Kharif,Sugarcane,25337.34,4607.32,116737.23
Odisha,Odis_District_16,2013.0,Rabi,Groundnut,32223.54,4475.98,144231.92
Odisha,Odis_District_04,2022.0,Rabi,,11849.06,2735.32,32410.97
Punjab,Punj_District_09,,Kharif,Groundnut,36517.96,1412.25,51572.49
Odisha,Odis_District_05,2014.0,Zaid,Wheat,10645.86,4901.19,52177.38
Maharashtra,Maha_District_12,2013.0,Rabi,Mustard,21787.06,1318.17,28719.05
Punjab,Punj_District_06,2013.0,Kharif,Cotton,16640.05,2288.19,38075.6
Gujarat,Guja_District_13,2023.0,Kharif,Barley,31191.95,,145153.92
Madhya Pradesh,Madh_District_09,2010.0,Kharif,Wheat,49330.84,3432.64,169335.01
Gujarat,Guja_District_11,2022.0,Zaid,Wheat,35026.13,1948.23,68238.96
Telangana,Tela_District_13,2013.0,Kharif,Barley,42872.21,1480.09,63454.73
Gujarat,Guja_District_08,2017.0,Rabi,Groundnut,5408.39,4879.65,26391.05
Rajasthan,Raja_District_03,2019.0,Rabi,Cotton,43220.52,1866.4,80666.78
Assam,Assa_District_06,2017.0,Rabi,Jowar,33791.02,2601.58,87910.04
Gujarat,Guja_District_01,2019.0,Rabi,Groundnut,16224.1,1790.48,29048.93
Maharashtra,Maha_District_08,2023.0,Zaid,Mustard,6887.77,2971.93,20469.97
Rajasthan,Raja_District_05,2011.0,Rabi,Rice,22385.17,2804.84,62786.82
Karnataka,Karn_District_17,2018.0,Zaid,Sugarcane,10846.32,4723.75,51235.3
Madhya Pradesh,Madh_District_18,2022.0,Zaid,Wheat,31965.7,4548.2,145386.4
Andhra Pradesh,Andh_District_03,2015.0,Kharif,Rice,5552.63,3302.83,18339.39
Maharashtra,Maha_District_20,2014.0,Rabi,Soybean,42488.14,1989.14,84514.86
Maharashtra,Maha_District_20,2011.0,Zaid,Sugarcane,9837.64,1692.6,16651.19
Haryana,Hary_District_04,2016.0,Rabi,Barley,13719.39,2512.4,
Assam,Assa_District_08,2014.0,Zaid,Jowar,16365.58,1720.73,28160.74
,,2020.0,Kharif,Cotton,,738.65,23977.14
Bihar,Biha_District_18,,,Rice,17084.15,3603.88,61569.23
Punjab,Punj_District_02,2019.0,Rabi,Groundnut,8874.9,1494.18,13260.7
Rajasthan,Raja_District_18,2015.0,Rabi,Cotton,10113.26,504.17,5098.8
Gujarat,Guja_District_02,,Zaid,Wheat,23741.01,675.31,16032.54
Rajasthan,Raja_District_12,2012.0,,Soybean,13719.7,4976.62,68277.73
,Assa_District_02,,Rabi,Wheat,45927.97,1467.84,67414.91
Maharashtra,Maha_District_07,2016.0,Zaid,Mustard,15569.12,2586.67,40272.18
,Hary_District_12,,Kharif,Maize,42236.24,4111.91,173671.62
West Bengal,West_District_13,2013.0,Kharif,Mustard,6399.45,1060.02,6783.54
Odisha,Odis_District_15,2013.0,Kharif,Mustard,20894.94,4415.43,92260.14
Gujarat,Guja_District_07,2014.0,Zaid,Groundnut,44116.04,983.15,43372.68
West Bengal,West_District_04,2010.0,,Mustard,28757.43,,34524.45
Haryana,Hary_District_19,2017.0,Rabi,Jowar,34337.85,4623.95,158776.5
Tamil Nadu,Tami_District_17,2017.0,Zaid,Wheat,22792.99,873.87,19918.11
Tamil Nadu,Tami_District_05,2017.0,Zaid,Wheat,29004.78,2338.33,67822.75
Tamil Nadu,Tami_District_15,2015.0,Rabi,Groundnut,40563.85,2031.55,82407.49
Assam,Assa_District_06,2023.0,Kharif,Rice,43757.37,1731.65,75772.45
Rajasthan,Raja_District_10,2017.0,Kharif,Soybean,7960.13,1879.16,14958.36
Rajasthan,Raja_District_20,2010.0,Zaid,Soybean,1842.3,1765.61,3252.78
,Tami_District_03,2018.0,Rabi,Wheat,33039.87,1140.27,37674.37
Odisha,Odis_District_01,2020.0,Rabi,Barley,5657.11,1095.73,6198.67
Uttar Pradesh,Utta_District_09,2023.0,Zaid,Mustard,3969.83,4435.86,17609.61
Odisha,Odis_District_17,2014.0,Rabi,Groundnut,47211.34,709.53,33497.86
Punjab,Punj_District_17,2017.0,Rabi,Groundnut,38027.58,3817.18,145158.12
Punjab,Punj_District_10,2013.0,Kharif,Rice,49845.78,2065.42,102952.47
Maharashtra,Maha_District_12,2015.0,Zaid,Cotton,14346.9,2538.87,36424.91
Rajasthan,Raja_District_19,2015.0,Rabi,Cotton,42843.1,3778.67,161889.94
Tamil Nadu,Tami_District_07,2013.0,Rabi,Mustard,23634.03,1600.53,37826.97
Odisha,Odis_District_06,2023.0,Rabi,Mustard,36378.09,4345.37,158076.26
Assam,Assa_District_17,2011.0,Kharif,Rice,20057.57,3508.63,70374.59
Andhra Pradesh,Andh_District_14,2022.0,Zaid,Sugarcane,20070.58,2653.22,53251.66
Telangana,Tela_District_01,2020.0,Rabi,Jowar,26293.03,3990.77,104929.44
Assam,Assa_District_03,2012.0,Kharif,Mustard,48877.55,2499.65,122176.77
Rajasthan,Raja_District_16,2013.0,Zaid,Soybean,17181.52,2181.16,37475.64
Maharashtra,Maha_District_12,2013.0,Rabi,Cotton,6781.06,1836.22,12451.52
Uttar Pradesh,Utta_District_10,2018.0,Kharif,Mustard,4413.73,2425.52,10705.59
Karnataka,Karn_District_01,2012.0,Rabi,Barley,8451.13,2058.83,17399.44
Karnataka,Karn_District_12,2015.0,Zaid,Barley,39699.53,1606.67,63784.04
Bihar,Biha_District_03,2012.0,Zaid,Groundnut,30633.54,4555.32,139545.58
Andhra Pradesh,Andh_District_07,2013.0,Kharif,Maize,28389.77,1372.07,38952.75
Odisha,,2012.0,Zaid,,17303.83,3156.66,54622.31
Rajasthan,Raja_District_04,2020.0,Zaid,Mustard,25379.9,1168.79,29663.77
Andhra Pradesh,Andh_District_07,2023.0,Zaid,Soybean,22395.14,2943.8,65926.81
Haryana,Hary_District_11,2017.0,Rabi,Cotton,13439.9,3256.0,43760.31
Assam,Assa_District_14,2022.0,Zaid,Jowar,3600.99,2014.73,7255.02
Madhya Pradesh,Madh_District_16,2020.0,Rabi,Mustard,40233.41,1666.78,67060.24
Madhya Pradesh,Madh_District_03,2016.0,Kharif,Groundnut,30298.32,,71053.5
Madhya Pradesh,Madh_District_14,2011.0,Kharif,Wheat,15891.36,4622.59,73459.24
Karnataka,Karn_District_13,2023.0,Rabi,Jowar,17228.76,1565.04,26963.7
Telangana,Tela_District_14,2021.0,Kharif,,,3856.75,175382.39
Madhya Pradesh,Madh_District_04,2020.0,Kharif,Mustard,34121.81,,24667.0
Gujarat,Guja_District_19,2010.0,Kharif,Barley,,3372.53,22417.65
Tamil Nadu,Tami_District_13,2020.0,Rabi,Jowar,10550.7,1515.37,15988.21
Assam,Assa_District_01,2014.0,,Soybean,38979.01,1786.66,69642.24
Punjab,Punj_District_20,2013.0,Kharif,Cotton,3672.21,663.94,2438.13
,Tami_District_10,2011.0,Zaid,Sugarcane,22214.58,3277.08,72798.96
West Bengal,West_District_01,2011.0,Rabi,Rice,43457.37,998.62,43397.4
Andhra Pradesh,Andh_District_01,2018.0,Rabi,Barley,9913.97,2884.1,28592.88
Madhya Pradesh,Madh_District_14,2023.0,Kharif,Barley,18269.01,2671.42,48804.2
Haryana,,2012.0,Kharif,Groundnut,46213.82,2952.01,136423.66
Uttar Pradesh,Utta_District_16,2013.0,Kharif,Rice,20814.52,4952.48,103083.49
Haryana,Hary_District_07,2021.0,Kharif,Wheat,3354.26,4694.51,
Karnataka,Karn_District_01,2023.0,Rabi,Soybean,25132.93,2766.9,69540.3
Odisha,Odis_District_08,2011.0,Rabi,Barley,46106.02,2782.96,128311.21
West Bengal,West_District_04,2020.0,Zaid,Maize,21976.51,1726.2,37935.85
Madhya Pradesh,Madh_District_04,2013.0,Zaid,Cotton,32974.96,3063.4,101015.49
Maharashtra,Maha_District_13,2012.0,Rabi,Maize,10795.84,3692.36,39862.13
Odisha,Odis_District_02,2019.0,Rabi,Maize,32239.93,2288.0,73764.96
Andhra Pradesh,Andh_District_13,2010.0,Zaid,Jowar,319.61,2509.62,802.1
West Bengal,West_District_14,2012.0,Kharif,Rice,402.3,837.49,336.92
Telangana,Tela_District_16,2016.0,Zaid,Cotton,21587.43,868.64,18751.71
Punjab,Punj_District_12,2015.0,Kharif,Cotton,13855.71,3449.71,47798.18
,Hary_District_01,2017.0,Rabi,,15499.91,4989.42,77335.56
Maharashtra,Maha_District_10,2015.0,Rabi,Maize,45823.47,3133.89,143605.71
Punjab,Punj_District_11,2014.0,Zaid,Maize,48350.66,4406.08,213036.88
Odisha,Odis_District_11,,Kharif,Jowar,16013.04,3873.18,62021.39
Odisha,Odis_District_14,2016.0,Zaid,Wheat,6927.91,3580.48,24805.24
Punjab,Punj_District_13,2011.0,Rabi,Mustard,24604.98,575.72,
Karnataka,Karn_District_20,2015.0,Rabi,Barley,,4799.22,66152.78
Madhya Pradesh,Madh_District_05,2019.0,Rabi,Cotton,15859.99,1316.55,20880.47
Uttar Pradesh,Utta_District_13,2021.0,Kharif,Jowar,9457.82,2656.46,25124.32
Bihar,Biha_District_04,2014.0,Rabi,Jowar,42148.2,3911.01,164842.03
Uttar Pradesh,Utta_District_09,2022.0,Rabi,Sugarcane,21898.92,1439.27,31518.46
Bihar,Biha_District_04,2015.0,Kharif,Sugarcane,2398.64,2581.84,6192.9
Assam,Assa_District_02,2010.0,Kharif,Mustard,40757.29,3783.57,154208.06
Punjab,Punj_District_08,2016.0,Rabi,Sugarcane,20489.18,3176.16,65076.91
Punjab,Punj_District_17,2019.0,Zaid,Sugarcane,21868.7,3105.57,67914.78
Karnataka,Karn_District_01,2023.0,Rabi,Jowar,25923.51,3564.35,
Assam,Assa_District_02,2015.0,Rabi,Rice,25434.67,4732.75,120375.93
Gujarat,Guja_District_07,2010.0,Zaid,Rice,21458.61,571.62,12266.17
Odisha,Odis_District_01,2017.0,Zaid,Rice,11895.04,2752.73,32743.83
Haryana,Hary_District_18,2013.0,Kharif,Mustard,27074.54,2985.73,80837.27
,,2015.0,Rabi,Rice,35756.15,1735.92,62069.82
Andhra Pradesh,Andh_District_10,2016.0,Kharif,Groundnut,33278.69,3668.15,122071.23
Rajasthan,Raja_District_18,2021.0,Zaid,Maize,20622.91,2309.76,47633.97
Rajasthan,Raja_District_04,2017.0,Kharif,Jowar,9028.35,,21333.45
Gujarat,Guja_District_15,2011.0,Zaid,Barley,39362.13,4590.38,180687.13
Haryana,Hary_District_12,2018.0,Kharif,Wheat,29721.3,1847.17,54900.29
Telangana,Tela_District_06,2014.0,Kharif,Rice,34146.26,3830.66,130802.71
Haryana,Hary_District_08,2011.0,,Wheat,16677.42,4219.47,70369.87
Bihar,Biha_District_15,2020.0,Kharif,Wheat,3777.42,548.39,2071.5
Assam,Assa_District_07,2023.0,Rabi,Soybean,6236.24,,7496.21
Punjab,Punj_District_20,2014.0,Kharif,Sugarcane,43958.56,2412.42,106046.51
Punjab,Punj_District_19,2010.0,Rabi,Groundnut,13819.09,2430.84,33592.0
Gujarat,Guja_District_11,2022.0,Zaid,Barley,19802.56,1856.58,36765.04
Odisha,Odis_District_04,2023.0,Zaid,Wheat,,3451.62,24096.42
Rajasthan,Raja_District_16,2023.0,Rabi,Soybean,6916.56,3989.41,27592.99
Rajasthan,Raja_District_06,2013.0,Kharif,Barley,10164.23,3791.17,38534.32
Haryana,Hary_District_18,2010.0,Rabi,Sugarcane,40298.75,1063.97,42876.66
,Guja_District_03,2016.0,Zaid,Sugarcane,4428.61,4773.08,21138.11
Telangana,Tela_District_04,2020.0,Rabi,Cotton,23206.04,3336.06,77416.74
Odisha,Odis_District_13,2022.0,Zaid,Groundnut,1260.7,1754.2,2211.52
Karnataka,Karn_District_11,2010.0,Rabi,Wheat,25319.34,4487.98,113632.69
Andhra Pradesh,Andh_District_18,2018.0,Zaid,Soybean,13644.83,3988.36,54420.49
West Bengal,West_District_05,2021.0,Kharif,Wheat,33144.43,1018.72,33764.89
Tamil Nadu,Tami_District_09,2022.0,Zaid,Sugarcane,14739.42,1570.39,23146.64
Gujarat,Guja_District_08,2020.0,Zaid,Wheat,22182.13,3359.0,74509.77
Tamil Nadu,Tami_District_13,2020.0,Kharif,Wheat,21727.65,1600.41,34773.15
Gujarat,Guja_District_19,2019.0,Kharif,Maize,34824.35,3130.12,109004.39
Rajasthan,Raja_District_01,,Zaid,Jowar,26013.76,2994.89,77908.35
Andhra Pradesh,Andh_District_19,,Kharif,Sugarcane,11172.84,3561.94,39796.99
Telangana,Tela_District_11,2015.0,Rabi,Maize,19436.28,2135.61,41508.31
Gujarat,Guja_District_19,2011.0,Kharif,Mustard,7571.74,3185.77,24121.82
Odisha,Odis_District_17,2020.0,Rabi,Mustard,,2031.35,61291.82
Gujarat,Guja_District_17,2020.0,Rabi,Cotton,43006.52,4304.56,185124.15
Madhya Pradesh,Madh_District_14,2016.0,Kharif,Cotton,5541.81,3627.67,20103.86
Maharashtra,Maha_District_12,2022.0,Zaid,Wheat,19752.35,4998.72,98736.47
Uttar Pradesh,Utta_District_13,2014.0,Rabi,Maize,11328.68,1762.36,19965.21
Karnataka,Karn_District_01,2021.0,Zaid,Sugarcane,22161.1,,37878.2
Madhya Pradesh,Madh_District_02,2020.0,Kharif,Jowar,34630.47,2664.09,92258.69
Odisha,Odis_District_17,2013.0,Rabi,Soybean,11121.85,2778.68,30904.06
Bihar,Biha_District_16,2015.0,Zaid,Mustard,44450.51,4065.78,180725.99
Assam,Assa_District_10,2022.0,Kharif,Groundnut,24991.56,1798.22,44940.32
Punjab,Punj_District_08,2016.0,Kharif,Jowar,9076.33,4452.72,40414.36
Madhya Pradesh,Madh_District_08,2015.0,Kharif,Barley,35537.33,3074.73,109267.69
Odisha,Odis_District_11,2018.0,Zaid,Jowar,43983.79,1047.61,46077.86
Odisha,Odis_District_04,2021.0,Zaid,Jowar,34156.22,1475.21,50387.6
Odisha,Odis_District_15,2022.0,Rabi,Groundnut,6116.81,2595.24,15874.59
Maharashtra,Maha_District_06,2016.0,Rabi,Mustard,19430.91,4735.28,92010.8
Odisha,Odis_District_03,2020.0,Rabi,Wheat,16266.58,4167.06,67783.81
Gujarat,Guja_District_04,2019.0,Rabi,Groundnut,37466.47,3505.66,131344.71
Telangana,Tela_District_07,2016.0,Kharif,Cotton,46027.98,2335.66,107505.71
Rajasthan,Raja_District_05,2020.0,Zaid,Maize,19544.59,1224.26,23927.66
Maharashtra,Maha_District_19,2011.0,Kharif,Mustard,13860.53,4458.99,61803.96
Madhya Pradesh,Madh_District_01,2014.0,Zaid,Cotton,23771.67,2036.09,48401.26
Bihar,Biha_District_14,2016.0,Rabi,Maize,10883.99,2682.32,29194.34
Tamil Nadu,Tami_District_04,2011.0,Kharif,Maize,35861.6,1790.11,64196.21
Punjab,Punj_District_05,2012.0,Rabi,Sugarcane,37910.05,3334.04,126393.62
Haryana,Hary_District_13,2011.0,Zaid,Soybean,39399.37,1629.09,64185.12
Assam,Assa_District_06,2018.0,Kharif,Cotton,31588.3,1191.81,37647.25
Uttar Pradesh,Utta_District_11,2019.0,Kharif,Mustard,18253.47,3759.62,68626.11
Punjab,Punj_District_02,2012.0,Rabi,Mustard,31620.25,1345.37,42540.94
Karnataka,Karn_District_08,2016.0,Rabi,Cotton,42931.3,740.08,31772.6
Madhya Pradesh,Madh_District_18,2021.0,Kharif,Wheat,29801.26,4927.19,146836.47
Tamil Nadu,Tami_District_03,2023.0,Zaid,,26622.09,4103.02,109230.97
Andhra Pradesh,Andh_District_18,,Zaid,Soybean,29799.53,,119910.33
Assam,Assa_District_03,2016.0,Rabi,Mustard,32814.15,3610.09,118462.03
Telangana,Tela_District_01,2011.0,Rabi,Wheat,11467.78,3838.19,44015.52
Gujarat,Guja_District_19,2014.0,Zaid,Barley,11971.7,4912.88,58815.53
Uttar Pradesh,Utta_District_19,2020.0,Rabi,Groundnut,11466.58,1565.08,17946.12
Madhya Pradesh,Madh_District_14,2019.0,Zaid,,42947.79,1593.44,68434.73
Gujarat,Guja_District_01,2017.0,Kharif,Cotton,18109.05,3715.88,67291.06
Tamil Nadu,Tami_District_05,2019.0,Zaid,Barley,8021.55,1215.82,9752.76
West Bengal,West_District_07,,Kharif,Cotton,24369.29,1596.64,38908.98
Telangana,Tela_District_05,2023.0,Zaid,Jowar,11859.33,541.58,6422.78
Madhya Pradesh,Madh_District_07,,Rabi,Soybean,18585.43,1932.13,35909.47
Telangana,Tela_District_03,2014.0,Kharif,,1654.67,3295.55,5453.05
Madhya Pradesh,Madh_District_05,2010.0,Zaid,Mustard,31370.09,818.6,25679.56
Tamil Nadu,Tami_District_18,2022.0,Zaid,Mustard,15920.37,4427.62,70489.35
Punjab,Punj_District_16,2023.0,Rabi,Barley,29150.14,2353.89,68616.22
Assam,Assa_District_09,2014.0,Zaid,Soybean,23308.59,1437.26,33500.5
Maharashtra,Maha_District_01,2014.0,Zaid,Jowar,40612.89,4613.02,187348.07
West Bengal,,2011.0,Kharif,Rice,45542.14,1507.7,68663.88
Gujarat,,2020.0,Rabi,Jowar,15605.94,1222.8,19082.94
West Bengal,West_District_13,2015.0,Zaid,Soybean,15429.34,1997.62,30821.96
Assam,Assa_District_05,2022.0,Zaid,Soybean,31691.98,1353.41,42892.24
West Bengal,West_District_07,2018.0,Rabi,Maize,45977.91,963.95,44320.41
Uttar Pradesh,Utta_District_16,,Kharif,Groundnut,443.21,4347.25,1926.74
Rajasthan,Raja_District_02,2018.0,Rabi,Jowar,35218.11,2099.12,73927.04
West Bengal,West_District_11,2022.0,Kharif,,29815.44,1505.95,44900.56
Madhya Pradesh,Madh_District_10,2014.0,Rabi,Soybean,8502.64,2620.17,22278.36
Rajasthan,Raja_District_03,2017.0,Kharif,Rice,17724.07,3268.54,57931.83
Uttar Pradesh,Utta_District_16,2013.0,Kharif,Soybean,10985.64,3483.17,38264.85
Uttar Pradesh,Utta_District_19,2017.0,Rabi,Maize,38366.39,1249.86,47952.62
Tamil Nadu,Tami_District_14,2012.0,Zaid,Rice,2288.53,,5671.3
Andhra Pradesh,,2022.0,Kharif,Groundnut,38723.8,3428.51,132764.94
Telangana,Tela_District_14,2012.0,Zaid,Wheat,35123.9,2312.78,81233.85
Odisha,Odis_District_17,2023.0,Rabi,,11823.78,2893.0,34206.2
Karnataka,Karn_District_06,2021.0,Kharif,Sugarcane,10297.85,3768.03,38802.61
Maharashtra,Maha_District_06,2013.0,Kharif,Groundnut,9928.63,1810.68,17977.57
Telangana,Tela_District_07,2016.0,Rabi,Mustard,25376.58,2690.19,68267.82
West Bengal,West_District_14,2012.0,Zaid,Rice,30082.38,2468.5,74258.36
Gujarat,Guja_District_20,2014.0,Kharif,Cotton,45981.72,4279.7,196787.97
West Bengal,West_District_11,2019.0,Rabi,Wheat,43967.76,3332.82,146536.63
Andhra Pradesh,Andh_District_06,2019.0,Zaid,Jowar,31786.9,3241.39,103033.74
Telangana,Tela_District_01,2011.0,Zaid,Maize,21800.72,1949.48,42500.07
Bihar,Biha_District_12,2019.0,Rabi,Barley,29640.94,614.89,18225.92
Rajasthan,Raja_District_12,2014.0,Zaid,Cotton,472.08,4332.39,2045.23
West Bengal,West_District_13,2022.0,Kharif,Cotton,2416.56,2861.58,6915.18
Rajasthan,Raja_District_19,2017.0,Kharif,Maize,30787.89,1391.77,42849.66
Odisha,Odis_District_01,2018.0,Kharif,Sugarcane,44796.97,1355.43,60719.16
Telangana,Tela_District_02,2010.0,Kharif,Groundnut,44237.3,3933.46,174005.65
West Bengal,West_District_13,2010.0,Rabi,Wheat,12113.07,1178.35,14273.44
Haryana,,2013.0,Kharif,Jowar,15880.01,2290.78,36377.61
Rajasthan,Raja_District_08,2012.0,Rabi,Wheat,12364.66,4995.01,61761.6
Andhra Pradesh,Andh_District_10,2022.0,Zaid,Rice,11559.65,4237.86,48988.18
Gujarat,Guja_District_14,2016.0,Rabi,Sugarcane,8039.98,4911.1,39485.15
Tamil Nadu,Tami_District_13,2018.0,Rabi,Sugarcane,11353.62,2397.6,27221.44
Telangana,Tela_District_14,2020.0,Kharif,Maize,27972.35,1041.29,29127.33
Karnataka,Karn_District_16,2015.0,Rabi,Groundnut,40859.32,1736.08,70935.05
Madhya Pradesh,Madh_District_13,2016.0,Zaid,Groundnut,27508.57,,81792.61
Maharashtra,Maha_District_12,,Zaid,Sugarcane,30171.77,749.69,22619.47
West Bengal,West_District_06,2011.0,Kharif,Sugarcane,8514.08,1225.37,10432.9
Rajasthan,Raja_District_12,2017.0,Zaid,Wheat,15172.36,1152.11,17480.23
Maharashtra,Maha_District_09,2014.0,Kharif,Soybean,46103.87,2808.3,129473.5
Maharashtra,Maha_District_18,2016.0,Zaid,Jowar,31216.4,2108.7,65826.02
Andhra Pradesh,Andh_District_09,2010.0,Rabi,Sugarcane,13884.68,2764.3,38381.42
Odisha,Odis_District_17,2012.0,Rabi,Jowar,14786.72,2046.41,30259.69
,Tami_District_09,2021.0,Zaid,Barley,22692.27,2775.8,62989.2
Andhra Pradesh,Andh_District_04,2021.0,Rabi,Soybean,49217.27,1504.95,74069.53
Maharashtra,Maha_District_05,,Rabi,Maize,24450.01,1172.8,28674.97
Rajasthan,Raja_District_01,2017.0,Zaid,Rice,17564.96,3727.9,65480.41
Tamil Nadu,Tami_District_18,2014.0,Zaid,Soybean,8805.66,3116.08,27439.14
Assam,Assa_District_11,2014.0,Zaid,Barley,20893.38,732.11,15296.25
Rajasthan,Raja_District_17,2016.0,Rabi,Mustard,46660.45,2361.21,110175.12
Maharashtra,Maha_District_19,2012.0,Rabi,Jowar,39217.93,2373.41,93080.23
Punjab,Punj_District_07,2012.0,,Cotton,,1807.12,84707.45
Tamil Nadu,Tami_District_05,2016.0,Rabi,Wheat,20670.31,3914.89,80921.99
Telangana,Tela_District_09,2016.0,Rabi,,17249.0,2139.61,36906.13
Bihar,Biha_District_05,2010.0,Rabi,Sugarcane,49741.68,,149238.47
Andhra Pradesh,Andh_District_19,2023.0,Kharif,Wheat,34500.08,3395.58,117147.78
Assam,Assa_District_19,2023.0,Zaid,Barley,41413.41,4378.21,181316.61
Madhya Pradesh,Madh_District_07,2017.0,Rabi,Sugarcane,28206.48,1825.5,51490.93
Bihar,Biha_District_13,2019.0,Zaid,Wheat,1237.73,3264.81,4040.95
Karnataka,Karn_District_05,2011.0,Kharif,Jowar,41290.89,2527.43,104359.83
Gujarat,Guja_District_02,2012.0,Zaid,,8318.84,1796.37,14943.71
Gujarat,Guja_District_18,2021.0,Rabi,Groundnut,25548.45,4265.07,108965.93
Karnataka,Karn_District_09,2022.0,Kharif,Mustard,8670.48,3254.67,28219.55
Tamil Nadu,Tami_District_09,2021.0,Zaid,Wheat,37693.09,4712.21,
Tamil Nadu,Tami_District_08,2022.0,Zaid,Mustard,5923.51,4668.76,27655.45
West Bengal,West_District_17,2022.0,Kharif,,30113.23,3950.16,118952.08
Bihar,,2012.0,Rabi,Wheat,2783.36,2777.67,7731.26
Gujarat,Guja_District_16,2018.0,Kharif,Maize,31169.22,1880.75,58621.51
Bihar,Biha_District_18,2017.0,Rabi,Barley,21639.35,2994.34,64795.57
Maharashtra,Maha_District_12,2010.0,Zaid,Groundnut,27672.14,688.38,19048.95
Uttar Pradesh,Utta_District_03,,Kharif,Sugarcane,22030.14,,32212.03
Andhra Pradesh,Andh_District_05,2013.0,Zaid,Cotton,45843.08,4894.61,224384.0
Uttar Pradesh,Utta_District_07,2021.0,Rabi,Sugarcane,15052.38,1288.33,
Uttar Pradesh,Utta_District_15,2016.0,Kharif,Wheat,11053.26,2649.89,29289.92
Gujarat,Guja_District_05,2010.0,Zaid,Soybean,43737.83,2750.16,120286.03
Uttar Pradesh,Utta_District_12,2016.0,Kharif,Jowar,2864.06,679.49,1946.1
Andhra Pradesh,Andh_District_08,2021.0,Rabi,Jowar,11446.81,4292.47,49135.09
Andhra Pradesh,Andh_District_07,2017.0,Zaid,,31111.88,3033.31,94371.98
